,Pós-venda/Cancelado/Devolvido,Nº de Pedido da Plataforma,Custo Médio,SKU,SKU (Armazém)
5385,Cancelado,582290929143612759,30.0,21030-40,21030-Bege-40
5386,Cancelado,582290546298881053,30.0,21030-38,21030-Bege-38
5387,Cancelado,582290186762814773,25.0,21010-44,21010-44
5388,Cancelado,582289921565885753,30.0,21030-39,21030-Bege-39
5389,Ocorreu,582289532349875640,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
5390,Ocorreu,582289544855258470,25.0,21007-39,21007-39
5391,Ocorreu,582289444276700427,30.0,21030-37,21030-Bege-37
5392,Ocorreu,582288602661815373,30.0,21010-45,21010-45
5393,Ocorreu,582287716614374502,30.0,21030-41,21030-Bege-41
5394,Ocorreu,582287574754035251,25.1471,21011-43,21011-43
5395,Ocorreu,582287459573204605,4.1677,MALG-M01-Cinza-40-46*3pc,MALG-M01-Cinza-40-46
5396,Ocorreu,582287395143452402,30.0,21010-41,21010-41
5397,Cancelado,582287284358907134,20.774,21010-41,21010-41
5398,Ocorreu,582287260119894000,30.0,21030-40,21030-Bege-40
5399,Cancelado,582286983242155463,30.0,21030-39,21030-Bege-39
5400,Ocorreu,582286893168756648,30.0,21030-40,21030-Bege-40
5401,Ocorreu,582286771275269262,30.0,21030-41,21030-Bege-41
5402,Ocorreu,582286744475108556,30.0,21030-39,21030-Bege-39
5403,Cancelado,582285495450109847,30.0,21030-38,21030-Bege-38
5404,Ocorreu,582285493327333321,30.0,21030-40,21030-Bege-40
5405,Ocorreu,582284845272892572,25.0,21011-42,21011-42
5406,Ocorreu,582284845272892572,30.0,21030-36,21030-Bege-36
5407,Ocorreu,582284440967153198,30.0,21010-43,21010-43
5408,Ocorreu,582284434505172406,25.0,21009-45,21009-45
5409,Cancelado,582284448913982640,25.0,21007-39,21007-39
5410,Cancelado,582284448913982640,30.0,21030-40,21030-Bege-40
5411,Cancelado,582281577030059304,25.0,21011-45,21011-45
5412,Ocorreu,582280608440550813,25.0,21008-37,21008-37
5413,Ocorreu,582280217660786363,25.0,21011-42,21011-42
5414,Ocorreu,582278926588610321,30.0,21010-41,21010-41
5415,Cancelado,582278591028954954,30.0,21010-40,21010-40
5416,Ocorreu,582278546360403043,30.0,21030-38,21030-Bege-38
5417,Cancelado,582278477356500278,25.0741,21006-36,21006-36
5418,Cancelado,582278422571156790,25.2632,21009-42,21009-42
5419,Cancelado,582278407944832310,25.0741,21006-36,21006-36
5420,Ocorreu,582278437982864747,25.0,21006-40,21006-40
5421,Cancelado,582278416666428726,25.0741,21006-36,21006-36
5422,Ocorreu,582278414740260423,25.0,21009-45,21009-45
5423,Ocorreu,582278361177818497,25.0,21009-40,21009-40
5424,Cancelado,582278333438068022,25.7987,21008-36,21008-36
5425,Cancelado,582278301495362832,30.0,21009-44,21011-44
5426,Ocorreu,582278186428696317,4.0,PEBCN-BBFL-12-24*3,PEBCN-BBFL-12-24
5427,Cancelado,582278071482222076,25.0,AS-F-Rosa-Hamster-35-40,AS-F-Rosa-Hamster-35-40
5428,Ocorreu,582278039816406130,25.3847,21010-42,21010-42
5429,Cancelado,582277966582613910,30.0,21030-38,21030-Bege-38
5430,Ocorreu,582277811654722790,30.0,21030-36,21030-Bege-36
5431,Ocorreu,582277791249434015,25.0345,21007-36,21007-36
5432,Ocorreu,582277782514796478,25.1563,21006-41,21006-41
5433,Ocorreu,582277592758650456,25.0,21006-39,21006-39
5434,Ocorreu,582277542480283042,30.0,21010-43,21010-43
5435,Ocorreu,582277538338408088,25.0,21008-40,21008-40
5436,Ocorreu,582277398702229172,25.0,21009-43,21009-43
5437,Cancelado,582277256546518277,30.0,21030-37,21030-Bege-37
5438,Cancelado,582277233501177341,6.0,QS-LM-VC01-Azul-Fosco -35-40,QS-LM-VC01-Azul-Fosco -35-40
5439,Cancelado,582277233501177341,6.0,QS-LM-VC01-Azul-Fosco -35-40,QS-LM-VC01-Azul-Fosco -35-40
5440,Cancelado,582277196551522041,30.0,21030-38,21030-Bege-38
5441,Cancelado,582277124502095031,25.0,21006-38,21006-38
5442,Cancelado,582277109100349175,30.0,21030-36,21030-Bege-36
5443,Ocorreu,582277125514823599,25.0807,21007-41,21007-41
5444,Ocorreu,582277075282527656,25.0,21011-45,21011-45
5445,Ocorreu,582277088106743006,25.1563,21006-41,21006-41
5446,Ocorreu,582277072952067313,30.0,21010-43,21010-43
5447,Cancelado,582277065037350462,25.0,21011-45,21011-45
5448,Ocorreu,582277044208698411,30.0,21010-40,21010-40
5449,Cancelado,582277041457563535,25.0,21009-43,21009-43
5450,Ocorreu,582277039724200992,30.0,21030-36,21030-Bege-36
5451,Ocorreu,582277039724200992,30.0,21030-36,21030-Bege-36
5452,Ocorreu,582277041882826044,25.0,21009-43,21009-43
5453,Ocorreu,582277030880970554,30.0,21030-39,21030-Bege-39
5454,Cancelado,582276999942997537,25.0,21006-40,21006-40
5455,Ocorreu,582276981323892271,25.0741,21006-36,21006-36
5456,Ocorreu,582276964842768133,30.0,21010-41,21010-41
5457,Ocorreu,582276963653748074,25.0,21010-44,21010-44
5458,Ocorreu,582276936061781268,25.0,21009-44,21009-44
5459,Cancelado,582276947815204791,25.0,21009-45,21009-45
5460,Ocorreu,582276935014057321,25.0,21010-44,21010-44
5461,Ocorreu,582276933517084631,30.0,21030-40,21030-Bege-40
5462,Cancelado,582227058390238783,25.1471,21011-43,21011-43
5463,Cancelado,582276914018092715,30.0,21030-37,21030-Bege-37
5464,Ocorreu,582276916437747614,30.0,21010-45,21010-45
5465,Cancelado,582276900338501223,25.0,21006-38,21006-38
5466,Cancelado,582276892755658346,25.0,21006-39,21006-39
5467,Ocorreu,582276893118006802,25.1191,21007-38,21007-38
5468,Cancelado,582276863999182399,17.0,21011-42,21011-42
5469,Ocorreu,582276860946777903,25.2632,21009-42,21009-42
5470,Cancelado,582227045903795919,25.3847,21010-42,21010-42
5471,Ocorreu,582227043239298267,25.5595,21007-40,21007-40
5472,Ocorreu,582276847873722285,30.0,21030-40,21030-Bege-40
5473,Ocorreu,582276839654589456,30.0,21030-37,21030-Bege-37
5474,Ocorreu,582276832122799896,25.0345,21007-36,21007-36
5475,Cancelado,582276837494982456,30.0,21030-37,21030-Bege-37
5476,Ocorreu,582276818653119514,25.0,21011-45,21011-45
5477,Ocorreu,582276823277340222,30.0,21030-37,21030-Bege-37
5478,Cancelado,582276825154881091,25.0,21009-45,21009-45
5479,Ocorreu,582226309852267655,25.1563,21006-41,21006-41
5480,Cancelado,582276821340161506,30.0,21030-39,21030-Bege-39
5481,Ocorreu,582276815691744679,25.1471,21011-43,21011-43
5482,Cancelado,582276808965457068,30.0,21030-39,21030-Bege-39
5483,Cancelado,582276797927818801,30.0,21010-41,21010-41
5484,Ocorreu,582276794173720164,25.2632,21009-42,21009-42
5485,Ocorreu,582226302006822833,30.0,21010-41,21010-41
5486,Ocorreu,582276781292422919,30.0,21010-43,21010-43
5487,Ocorreu,582276762263192972,4.1679,MALG-M01-Preto-40-46,MALG-M01-Preto-40-46
5488,Ocorreu,582276756066698474,30.0,21030-36,21030-Bege-36
5489,Ocorreu,582276752744351578,25.3847,21010-42,21010-42
5490,Ocorreu,582276745093089259,30.0,21010-43,21010-43
5491,Ocorreu,582276740374496964,30.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
5492,Ocorreu,582276721975068184,25.2632,21009-42,21009-42
5493,Cancelado,582276709495637060,30.0,21030-39,21030-Bege-39
5494,Ocorreu,582276697254102273,30.0,21030-41,21030-Bege-41
5495,Cancelado,582276676257416836,30.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
5496,Ocorreu,582276636532049666,25.1191,21007-38,21007-38
5497,Ocorreu,582276624965600815,30.0,21030-39,21030-Bege-39
5498,Ocorreu,582276620352914606,30.0,21030-41,21030-Bege-41
5499,Ocorreu,582276611586623085,25.1563,21006-41,21006-41
5500,Ocorreu,582276611388376522,30.0,21030-37,21030-Bege-37
5501,Ocorreu,582276603836532327,30.0,21030-39,21030-Bege-39
5502,Ocorreu,582276597121910583,30.0,21030-41,21030-Bege-41
5503,Ocorreu,582276599769695960,30.0,21030-41,21030-Bege-41
5504,Cancelado,582276599520855168,25.1471,21011-43,21011-43
5505,Ocorreu,582276588629165330,30.0,21030-41,21030-Bege-41
5506,Ocorreu,582276585254127461,25.0,21006-40,21006-40
5507,Ocorreu,582276574690248240,25.0741,21006-36,21006-36
5508,Ocorreu,582276573184296422,30.0,21030-40,21030-Bege-40
5509,Ocorreu,582276582337316448,25.1563,21006-41,21006-41
5510,Ocorreu,582276572794160957,25.5595,21007-40,21007-40
5511,Ocorreu,582276552083539105,30.0,21030-40,21030-Bege-40
5512,Ocorreu,582276553696183627,30.0,21030-38,21030-Bege-38
5513,Cancelado,582276539495777833,30.0,21010-45,21010-45
5514,Ocorreu,582276528033990649,25.3847,21010-42,21010-42
5515,Ocorreu,582276511602083833,25.3847,21010-42,21010-42
5516,Ocorreu,582276502252455227,30.0,21030-40,21030-Bege-40
5517,Ocorreu,582276508288910345,30.0,21030-38,21030-Bege-38
5518,Cancelado,582276480686065583,30.0,21030-39,21030-Bege-39
5519,Ocorreu,582276473144837635,30.0,21030-37,21030-Bege-37
5520,Ocorreu,582276474849297641,30.0,21030-39,21030-Bege-39
5521,Ocorreu,582276467554878527,25.0,21006-40,21006-40
5522,Ocorreu,582276464513484351,30.0,21030-41,21030-Bege-41
5523,Ocorreu,582276454242551089,25.3847,21010-42,21010-42
5524,Ocorreu,582276453666424496,30.0,21030-39,21030-Bege-39
5525,Ocorreu,582276445853091308,30.0,21030-41,21030-Bege-41
5526,Ocorreu,582276438622438773,30.0,21010-40,21010-40
5527,Ocorreu,582276429986891240,30.0,21030-39,21030-Bege-39
5528,Ocorreu,582276435529925859,30.0,21030-41,21030-Bege-41
5529,Ocorreu,582276422844057215,30.0,21030-41,21030-Bege-41
5530,Ocorreu,582276412216280274,30.0,21030-41,21030-Bege-41
5531,Ocorreu,582276384406537473,30.0,21030-37,21030-Bege-37
5532,Ocorreu,582276372915979932,25.0,21009-40,21009-40
5533,Ocorreu,582276330560980281,30.0,21030-39,21030-Bege-39
5534,Ocorreu,582276317223028568,30.0,21010-45,21010-45
5535,Ocorreu,582276309929133518,30.0,21030-38,21030-Bege-38
5536,Ocorreu,582276291362326254,30.0,21030-39,21030-Bege-39
5537,Ocorreu,582276285406282862,30.0,21010-41,21010-41
5538,Ocorreu,582276276626294139,30.0,21030-41,21030-Bege-41
5539,Ocorreu,582276272651667140,30.0,21030-40,21030-Bege-40
5540,Ocorreu,582276266745563096,25.7987,21008-36,21008-36
5541,Ocorreu,582276160007079101,25.0,21011-45,21011-45
5542,Ocorreu,582276142401029645,30.0,21030-41,21030-Bege-41
5543,Ocorreu,582276133172577605,30.0,21010-43,21010-43
5544,Ocorreu,582276067329475729,30.0,21030-40,21030-Bege-40
5545,Ocorreu,582276039783974024,30.0,21030-37,21030-Bege-37
5546,Ocorreu,582276041460188530,5.0,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46
5547,Ocorreu,582276005217535297,5.0,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46
5548,Ocorreu,582275847069665011,25.0,21009-43,21009-43
5549,Ocorreu,582275809712048072,25.0,21009-40,21009-40
5550,Ocorreu,582275788991595659,30.0,21030-37,21030-Bege-37
5551,Ocorreu,582275682102511005,25.2941,21012-43,21012-43
5552,Ocorreu,582275526274877120,25.0,21006-39,21006-39
5553,Ocorreu,582275461154309767,30.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
5554,Cancelado,582275393248724989,5.0,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46
5555,Ocorreu,582275384797856787,25.0,21010-44,21010-44
5556,Ocorreu,582275341028328863,30.0,21030-36,21030-Bege-36
5557,Ocorreu,582274976321340817,25.0981,21009-41,21009-41
5558,Cancelado,582274989374735588,25.1429,21011-41,21011-41
5559,Cancelado,582274989374735588,25.1191,21007-38,21007-38
5560,Cancelado,582274989374735588,,MALG-M01-Cinza-40-46*6pc,
5561,Ocorreu,582274942479140250,25.0,21006-40,21006-40
5562,Cancelado,582274893975422505,30.0,21030-36,21030-Bege-36
5563,Ocorreu,582274921620211505,25.1191,21007-38,21007-38
5564,Ocorreu,582274948402874175,25.0,21011-44,21011-44
5565,Ocorreu,582274886589121579,25.5595,21007-40,21007-40
5566,Ocorreu,582274895361902205,30.0,21010-43,21010-43
5567,Cancelado,582274862573716708,17.0,21011-41,21011-41
5568,Cancelado,582274859990812285,30.0,21010-43,21010-43
5569,Ocorreu,582274872492590807,25.0,21006-40,21006-40
5570,Ocorreu,582274794960094804,25.1471,21011-43,21011-43
5571,Ocorreu,582274830351108027,25.1563,21006-41,21006-41
5572,Ocorreu,582274829881542052,25.0,21007-39,21007-39
5573,Ocorreu,582274792726627584,25.0,21011-44,21011-44
5574,Ocorreu,582274767080818377,30.0,21010-40,21010-40
5575,Cancelado,582274725749360098,30.0,21010-40,21010-40
5576,Cancelado,582274749999580887,6.0,21006-39,21006-39
5577,Cancelado,582274719138285367,25.08,21006-37,21006-37
5578,Ocorreu,582274681504564631,25.08,21006-37,21006-37
5579,Ocorreu,582274717337552868,30.0,21010-43,21010-43
5580,Cancelado,582274729443558807,25.1146,21007-37,21007-37
5581,Ocorreu,582274692987061857,25.5595,21007-40,21007-40
5582,Cancelado,582274691641804550,25.1429,21011-41,21011-41
5583,Ocorreu,582274673781802603,25.0,21006-39,21006-39
5584,Ocorreu,582274633221310061,30.0,21010-41,21010-41
5585,Cancelado,582274620960113830,30.0,21010-40,21010-40
5586,Ocorreu,582274559352735405,30.0,21010-41,21010-41
5587,Ocorreu,582274586191890051,30.0,21010-43,21010-43
5588,Ocorreu,582274574612793030,25.0,21011-44,21011-44
5589,Ocorreu,582274584249140369,25.08,21006-37,21006-37
5590,Cancelado,582274570626630824,25.0,21010-44,21010-44
5591,Ocorreu,582274531071133478,30.0,21010-43,21010-43
5592,Cancelado,582274542228833634,30.0,21030-37,21030-Bege-37
5593,Cancelado,582274518454863059,25.0,21011-42,21011-42
5594,Ocorreu,582274526026827375,25.0,21010-44,21010-44
5595,Ocorreu,582274549545600729,25.7987,21008-36,21008-36
5596,Cancelado,582274513984194490,25.0981,21009-41,21009-41
5597,Ocorreu,582274495579195141,30.0,21010-43,21010-43
5598,Cancelado,582274495391892592,30.0,21030-38,21030-Bege-38
5599,Ocorreu,582274491917043060,25.0,21009-40,21009-40
5600,Ocorreu,582274457948948185,30.0,21010-45,21010-45
5601,Ocorreu,582274430218569119,30.0,21010-40,21010-40
5602,Ocorreu,582274422556230812,30.0,21030-38,21030-Bege-38
5603,Ocorreu,582274420908655991,30.0,21030-38,21030-Bege-38
5604,Ocorreu,582274418644387791,30.0,21030-38,21030-Bege-38
5605,Ocorreu,582274415357429337,25.1429,21011-41,21011-41
5606,Ocorreu,582274399487494134,30.0,21030-36,21030-Bege-36
5607,Cancelado,582274353644013519,30.0,21030-37,21030-Bege-37
5608,Cancelado,582274279311049827,30.0,21030-36,21030-Bege-36
5609,Cancelado,582274258106681146,25.0,21006-39,21006-39
5610,Ocorreu,582274300968208313,30.0,21010-43,21010-43
5611,Cancelado,582274253068993996,25.0,21009-40,21009-40
5612,Ocorreu,582274296691394126,30.0,21010-41,21010-41
5613,Cancelado,582274249140569962,30.0,21010-40,21010-40
5614,Ocorreu,582274227098978220,27.5,21011-40,21011-40
5615,Ocorreu,582274142666327315,30.0,21030-38,21030-Bege-38
5616,Ocorreu,582274234774750729,25.0,21006-40,21006-40
5617,Cancelado,582274200269719301,30.0,21010-43,21010-43
5618,Ocorreu,582274166880241167,30.0,21010-41,21010-41
5619,Ocorreu,582274134753707415,25.0981,21009-41,21009-41
5620,Ocorreu,582274134350595521,25.0,21010-44,21010-44
5621,Ocorreu,582274196382910249,25.0,21009-44,21009-44
5622,Ocorreu,582274194755192644,25.1563,21006-41,21006-41
5623,Cancelado,582274130134271911,25.0,21008-41,21008-41
5624,Ocorreu,582274128605381746,30.0,21010-43,21010-43
5625,Ocorreu,582274101735032760,25.0,21009-43,21009-43
5626,Ocorreu,582274093731251904,25.0981,21009-41,21009-41
5627,Ocorreu,582274061875577873,25.0,21011-44,21011-44
5628,Cancelado,582274060363007583,25.08,21006-37,21006-37
5629,Ocorreu,582274094161364124,25.0,21011-44,21011-44
5630,Cancelado,582274045344712632,25.0,21009-43,21009-43
5631,Cancelado,582274045344712632,25.0,21009-43,21009-43
5632,Cancelado,582273966718552063,30.0,21010-40,21010-40
5633,Ocorreu,582273914051856173,25.1191,21007-38,21007-38
5634,Ocorreu,582273959688636362,25.0807,21007-41,21007-41
5635,Cancelado,582273975379461428,25.5595,21007-40,21007-40
5636,Cancelado,582273895201539149,30.0,21030-36,21030-Bege-36
5637,Ocorreu,582273906975278664,30.0,21010-41,21010-41
5638,Ocorreu,582273856632489818,25.0,21006-40,21006-40
5639,Ocorreu,582273880187766293,25.5595,21007-40,21007-40
5640,Ocorreu,582273868318148431,25.0,21008-41,21008-41
5641,Cancelado,582273802509846436,30.0,21010-40,21010-40
5642,Cancelado,582273864575124883,25.1563,21006-41,21006-41
5643,Cancelado,582273785250481685,25.5595,21007-40,21007-40
5644,Ocorreu,582273863832864105,25.5595,21007-40,21007-40
5645,Cancelado,582273771179181459,6.0,21006-41,21006-41
5646,Ocorreu,582273732393011070,30.0,21030-38,21030-Bege-38
5647,Cancelado,582273715462309276,30.0,21030-38,21030-Bege-38
5648,Ocorreu,582273681873470848,30.0,21010-45,21010-45
5649,Ocorreu,582273703541048636,25.0,21011-45,21011-45
5650,Ocorreu,582273702256543187,25.0807,21007-41,21007-41
5651,Ocorreu,582273701405492527,25.0,21011-45,21011-45
5652,Ocorreu,582273660128102009,25.1146,21007-37,21007-37
5653,Ocorreu,582273610283779999,25.0345,21007-36,21007-36
5654,Ocorreu,582273608395490960,30.0,21010-43,21010-43
5655,Ocorreu,582273608395490960,25.0,21010-44,21010-44
5656,Ocorreu,582273655756653866,30.0,21010-41,21010-41
5657,Cancelado,582273572101260896,25.0,21006-40,21006-40
5658,Ocorreu,582273534718281351,25.2632,21009-42,21009-42
5659,Ocorreu,582273564990736380,4.1679,MALG-M01-Preto-40-46,MALG-M01-Preto-40-46
5660,Ocorreu,582273513788180437,25.1471,21011-43,21011-43
5661,Ocorreu,582273496200087476,25.0,21006-40,21006-40
5662,Cancelado,582273528542561796,25.0,21008-37,21008-37
5663,Ocorreu,582273504859817489,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
5664,Cancelado,582273504803784195,25.0,21010-44,21010-44
5665,Ocorreu,582273520179709826,30.0,21030-38,21030-Bege-38
5666,Ocorreu,582273501746725901,25.0,21009-43,21009-43
5667,Ocorreu,582273436771452616,30.0,21010-43,21010-43
5668,Ocorreu,582273436771452616,30.0,21030-36,21030-Bege-36
5669,Cancelado,582273479358187378,25.0,21011-45,21011-45
5670,Ocorreu,582273384444822854,30.0,21010-40,21010-40
5671,Ocorreu,582273402485770215,25.0,21007-39,21007-39
5672,Ocorreu,582273380295673714,30.0,21010-40,21010-40
5673,Ocorreu,582273397464598493,25.08,21006-37,21006-37
5674,Ocorreu,582273344141035480,25.0,21011-45,21011-45
5675,Ocorreu,582273355924801346,25.0,21009-43,21009-43
5676,Ocorreu,582273365461993374,25.0,21011-42,21011-42
5677,Ocorreu,582273267055167434,25.1429,21011-41,21011-41
5678,Ocorreu,582273286649447835,25.0807,21007-41,21007-41
5679,Ocorreu,582273265839605662,25.2632,21009-42,21009-42
5680,Cancelado,582273265681269924,3.0,21030-36,21030-Bege-36
5681,Ocorreu,582273211845543925,30.0,21030-38,21030-Bege-38
5682,Ocorreu,582273198953039450,25.2632,21009-42,21009-42
5683,Cancelado,582273156577002895,25.0345,21007-36,21007-36
5684,Ocorreu,582273099487282527,25.0807,21007-41,21007-41
5685,Cancelado,582273067166238442,30.0,21010-43,21010-43
5686,Ocorreu,582273032539637515,30.0,21010-41,21010-41
5687,Ocorreu,582273062884837094,30.0,21030-36,21030-Bege-36
5688,Cancelado,582272995435709574,25.0,21006-40,21006-40
5689,Ocorreu,582272991480678312,25.0,21007-39,21007-39
5690,Ocorreu,582273017559418025,25.0345,21007-36,21007-36
5691,Ocorreu,582272969495577756,30.0,21030-37,21030-Bege-37
5692,Cancelado,582272966520440736,30.0,21030-36,21030-Bege-36
5693,Ocorreu,582272903130678928,30.0,21030-36,21030-Bege-36
5694,Ocorreu,582272951352329306,25.0981,21009-41,21009-41
5695,Ocorreu,582272900273374323,25.0,21009-43,21009-43
5696,Ocorreu,582272918843196535,25.0,21011-42,21011-42
5697,Ocorreu,582272913700718438,25.0,21006-38,21006-38
5698,Ocorreu,582272913700718438,25.0,21008-39,21008-39
5699,Ocorreu,582272853158954293,25.0,21011-42,21011-42
5700,Ocorreu,582272786613306650,25.0,21011-45,21011-45
5701,Ocorreu,582272784878962012,30.0,21030-38,21030-Bege-38
5702,Cancelado,582272748559894013,25.0,21006-39,21006-39
5703,Ocorreu,582272780573968070,25.0,21007-39,21007-39
5704,Ocorreu,582272746204595477,25.1429,21011-41,21011-41
5705,Ocorreu,582272662922822748,30.0,21010-41,21010-41
5706,Ocorreu,582272710614811864,30.0,21030-36,21030-Bege-36
5707,Ocorreu,582272679352305151,30.0,21030-37,21030-Bege-37
5708,Ocorreu,582272707836872357,25.0,21010-44,21010-44
5709,Cancelado,582272652649858754,30.0,21010-41,21010-41
5710,Cancelado,582272674831566728,25.1563,21006-41,21006-41
5711,Ocorreu,582272670269015482,30.0,21010-40,21010-40
5712,Cancelado,582272685091947968,25.1563,21006-41,21006-41
5713,Cancelado,582272631141795686,25.0,21008-39,21008-39
5714,Ocorreu,582272522091594899,25.0,21006-38,21006-38
5715,Ocorreu,582272533725742519,30.0,21030-37,21030-Bege-37
5716,Ocorreu,582272529967908686,25.0,21009-45,21009-45
5717,Cancelado,582272469669479819,30.0,21030-38,21030-Bege-38
5718,Ocorreu,582272414095541476,25.1563,21006-41,21006-41
5719,Cancelado,582272461555140092,25.1471,21011-43,21011-43
5720,Cancelado,582272369633626024,25.0,21007-39,21007-39
5721,Ocorreu,582272350415127758,30.0,21030-37,21030-Bege-37
5722,Cancelado,582272318878418856,25.0,21007-39,21007-39
5723,Ocorreu,582272345690769236,30.0,21010-41,21010-41
5724,Ocorreu,582272282524812392,25.0,21006-39,21006-39
5725,Cancelado,582272313817138915,25.0741,21006-36,21006-36
5726,Cancelado,582272313817138915,30.0,21030-37,21030-Bege-37
5727,Ocorreu,582272294078089016,30.0,21010-40,21010-40
5728,Cancelado,582272279861822554,30.0,21010-40,21010-40
5729,Ocorreu,582272290246264741,25.0,21006-38,21006-38
5730,Ocorreu,582272290246264741,30.0,21030-37,21030-Bege-37
5731,Cancelado,582272243646301227,25.5595,21007-40,21007-40
5732,Ocorreu,582272271110342319,25.3847,21010-42,21010-42
5733,Ocorreu,582272219500152455,30.0,21010-41,21010-41
5734,Cancelado,582271189326070817,25.0345,21007-36,21007-36
5735,Ocorreu,582271068502394123,30.0,21030-38,21030-Bege-38
5736,Ocorreu,582270376307623187,30.0,21010-40,21010-40
5737,Ocorreu,582270262745466022,30.0,21010-43,21010-43
5738,Ocorreu,582270279240943432,30.0,21010-41,21010-41
5739,Ocorreu,582269986494055741,30.0,21010-40,21010-40
5740,Cancelado,582269509417928105,30.0,21030-38,21030-Bege-38
5741,Ocorreu,582269429637613328,25.3847,21010-42,21010-42
5742,Ocorreu,582269388808357828,30.0,21010-41,21010-41
5743,Ocorreu,582268248372709101,25.1429,21011-41,21011-41
5744,Ocorreu,582266754473363052,25.0807,21007-41,21007-41
5745,Ocorreu,582266431227266104,30.0,21010-45,21010-45
5746,Ocorreu,582266337921107402,30.0,21010-43,21010-43
5747,Cancelado,582266348635260362,30.0,21010-43,21010-43
5748,Cancelado,582266188759271065,30.0,21010-43,21010-43
5749,Ocorreu,582265705242920087,30.0,21030-37,21030-Bege-37
5750,Ocorreu,582265415576619003,25.0,21010-44,21010-44
5751,Ocorreu,582265269721400915,30.0,21030-38,21030-Bege-38
